video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"9_jP0LwFyTc","Yalı Çapkını 9. Bölüm 2. Fragmanı | Ne Yaşıyoruz Biz Ya?","2022-11-16T07:38:08Z","UCyahIZNtNmqK1LeNF0KlFZw","Yalı Çapkını","24","22.16.11","3568431","0","3443"
"meqgYrw8qTQ","24 SAAT BOYUNCA KORE MARKETLERİNDEN BESLENDİM! (KORE'LİLERİN ÇILGIN MARKETLERİ)","2022-11-15T15:30:12Z","UCHEqoPq5lQV_ckyvFruNhAQ","Meryem Can","24","22.16.11","923861","0","5248"
"BwPkfrQy5do","Ben Bu Cihana Sığmazam 9. Bölüm @atv","2022-11-15T22:18:12Z","UCIqv8kcV_-VKoOXB1WXKQqA","Ben Bu Cihana Sığmazam","24","22.16.11","1108299","0","742"
"WAxEAdnzruA","100 BİN TL'Yİ ÇIKARAN KAZANIR","2022-11-16T13:00:10Z","UCnmpbMhbYd2P8OgFeGyqqSA","Mami Emen","24","22.16.11","251974","0","861"
"t0fY86x_Xl8","Taksim İstiklal Caddesi'ne bomba bırakan kadının kaçış anı!","2022-11-14T06:49:26Z","UCGgVyu1fB_NblkfsYR-eEjg","Sabah","25","22.16.11","480006","0","364"
"HHCHVTlOcrs","İstiklal Caddesi saldırganının kimliği belirlendi ve ilk ifadesi ortaya çıktı!","2022-11-14T08:51:39Z","UCV6zcRug6Hqp1UX_FdyUeBg","CNN TÜRK","25","22.16.11","1282730","0","3720"
"PhxRG2aH0Fw","Çukur | İstedim Vermediler! 😂😂 #shorts #short","2022-11-15T14:00:14Z","UCTAkwLbVzHxsbgsp6cRsPDg","Çukur","1","22.16.11","268025","0","48"
"hvv36dPOKP0","Kızılcık Şerbeti 3. Bölüm","2022-11-11T21:00:25Z","UCRfLDCtkSwmTdwHrbmC78Xg","Kızılcık Şerbeti","24","22.16.11","2618850","0","4218"
"tSce91urHE8","İŞTE TAKSİM'İ KANA BULAYAN KADIN BOMBACI! YAKALANMA ANI KAMERADA","2022-11-14T08:24:07Z","UC1uz19Qdhs5LP7UAWpJRgrQ","internethaber","25","22.16.11","720711","0","932"
"Fyvo9ED9ne0","Yalı Çapkını 8. Bölüm","2022-11-11T21:14:05Z","UCyahIZNtNmqK1LeNF0KlFZw","Yalı Çapkını","24","22.16.11","12604303","0","9188"
"1Vp2g7h51Ck","Ne Zaman Rahata Ereceğiz Biz? #shorts","2022-11-16T09:00:02Z","UCE1XdVHzOdMnUsUMatIzjag","Kemal Sunal Filmleri","24","22.16.11","125306","0","57"
"HW2aGugl6R8","Saldırganın Asıl Hedefi Neresiydi? Canlı Yayında Anlattı!","2022-11-14T17:56:04Z","UCi65FGbYYj-OzJm2luB_fNQ","ÜLKE TV","25","22.16.11","800371","0","1431"
"rb0ulY6caZs","H̫̓̂e͒͒̑p̈ĭ̢̜͝ni͝ze͎̫̻͕͒͒̑̃̊͟ m̬̟̑͗e͒͒̑̃̊ṙ̻h̓̂á̘͉̉b̞͚̳̗̳̅͒̅̅̚á̉ á̘͉̉ṙ̻k͑͗ad́͐á̘̉şlá̘͉̉ṙ̻","2022-11-15T14:15:02Z","UC6F8_4OLIQ9bkurVgdcLAeQ","HUGOLA","20","22.16.11","437253","0","4708"
"pW8dDz7IOqY","Üç Kız Kardeş | 27. Bölüm Tanıtımı","2022-11-15T20:43:46Z","UCXDkalNhNszGhGLmw0w4o4A","Süreç Film","24","22.16.11","113479","0","134"
"88u1HDcM5o0","Güzel Günler 2. Bölüm","2022-11-13T21:00:08Z","UCBq6tAuxXBbEGl-r8WMA-Lg","Güzel Günler","24","22.16.11","1066182","0","773"
"qxwsZgyB5EM","Saklandığı evde kıskıvrak gözaltına alındı!","2022-11-14T16:04:10Z","UC7DDcxd92wR0LzlMKIcHDAA","Show Ana Haber","25","22.16.11","360824","0","1124"
"yvTIVnhSH48","Şehirlerin Plakaları #shorts","2022-11-15T14:00:40Z","UCIWDs20QFcudiSe8LWQAAVQ","YAPYAP","24","22.16.11","280343","0","40"
"-Dy1KZlr07I","Yürek Çıkmazı 3. Bölüm","2022-11-15T20:50:50Z","UCIA85MRFNC7bDWABtBmBHDg","Yürek Çıkmazı TRT","1","22.16.11","528294","0","696"
"FzmxAJShZx0","100.000 TL FİRST CLASS UÇAK BİLETİ 2","2022-11-12T15:00:06Z","UCG0HA4uyuuzPzeq_US_ywVg","Enes Batur","24","22.16.11","1843604","0","8216"
"i9gT9k4xWow","İstiklal Caddesi'ndeki bombalı saldırının detayları... Terörist ifadesinde ne dedi?","2022-11-14T13:35:37Z","UCV6zcRug6Hqp1UX_FdyUeBg","CNN TÜRK","25","22.16.11","890248","0","1712"
"H0rpY9XCuII","ŞANLIURFA 250 BİN SOSYAL KONUT KURASI","2022-11-15T20:04:18Z","UCi8dUZrDSJP2EbSsRNdouxw","TOKİ","25","22.16.11","126410","0","42"
"K8D79X0Jn9c","Müge Anlı ile Tatlı Sert | 14 Kasım 2022 Pazartesi","2022-11-14T11:53:53Z","UC0XZpoAPTm_1UJvFQiVg_hg","Müge Anlı ile Tatlı Sert","24","22.16.11","1442444","0","49"
"NzNqdjjM0Hk","Fırlatma başarılı! Dünyanın en güçlü roketi ARTEMIS 1 Ay'a gidiyor!","2022-11-16T08:58:20Z","UCv6jcPwFujuTIwFQ11jt1Yw","Barış Özcan","27","22.16.11","254696","0","285"
"d_LjX1BoSLg","TOFAŞTAN UÇAN ARABA YAPTIK @PUBG MOBILE Espor Türkiye","2022-11-12T12:00:11Z","UCnmpbMhbYd2P8OgFeGyqqSA","Mami Emen","24","22.16.11","1075944","0","25470"
"LTVtox3lUFA","SON DAKİKA - Taksim - İstiklal Caddesi'nde Patlama Oldu!","2022-11-13T14:20:42Z","UCtc-a9ZUIg0_5HpsPxEO7Qg","Haber Global","25","22.16.11","1265637","0","2275"
"Job1V2H8mXo","Taksim'deki bombalı saldırıyı gerçekleştiren terörist böyle yakalandı","2022-11-14T07:24:32Z","UCBgTP2LOFVPmq15W-RH-WXA","TRT Haber","25","22.16.11","577533","0","1676"
"jCUpjE2IrLU","Miracle water 😅😀🤪 #shorts by Tsuriki Show","2022-11-16T07:45:03Z","UCymK_3BWUcoYVVf5D_GmACQ","Tsuriki Show","23","22.16.11","1198289","0","28"
"e2nEYpmPkaE","YÜRÜYEN MERDİVENDEN SON İNEN KAZANIR !? @Sıla Dündar @Mert Eren @Feride Özdinç","2022-11-11T16:00:34Z","UCElVbb5m1oI0-Mijb8ij0sw","Ahmet Can Dündar","24","22.16.11","1319945","0","5765"
"hDYYupPwRpU","BİTLİS 250 BİN SOSYAL KONUT KURASI","2022-11-16T12:39:01Z","UCi8dUZrDSJP2EbSsRNdouxw","TOKİ","25","22.16.11","32614","0","10"
"v-jrFbVE_zA","Taksim'i kana bulayan terörist yakalandı! - atv Haber 14 Kasım 2022","2022-11-14T12:22:34Z","UCdggatDzQjGWnqY1WvqgtXA","atv Haber","25","22.16.11","247498","0","431"
"t-9xKqkW8A4","Sakiler - Yalanı Bırak (Official Video)","2022-11-11T12:00:10Z","UCD9aayaoRKSzV8QtUvq8ehw","Sakiler Müzik","10","22.16.11","1449013","0","1824"
"yCg3Ym5AYGc","Bruno Fernandes' frosty meeting with Cristiano Ronaldo","2022-11-15T10:57:31Z","UCZ7wY7MRDSygp63HIEfdQZA","Sky Sports Football","17","22.16.11","365335","0","845"
"MaQxac-ldLQ","kız kıza sohbet🙋🏻‍♀️🫶🏻","2022-11-15T13:45:03Z","UCptZDyryl5GTlUQQ1qPJQJg","Buket Sena","24","22.16.11","104539","0","647"
"P4PJJD41g20","Dad Pranking Children’s 🥹🤣","2022-11-12T13:42:49Z","UCNRl8nOCoUvki2FNFxQZgEg","dednahype","23","22.16.11","15559972","0","269"
"aqW4xXUgmno","[CHOREOGRAPHY] BTS (방탄소년단) '달려라 방탄 (Run BTS)' Dance Practice","2022-11-13T10:00:02Z","UCLkAepWjdylmXSltofFvsYQ","BANGTANTV","10","22.16.11","17124944","0","86645"
"b4GR8_g3OEU","ALİ SUNAL SORDU BEN YANITLADIM","2022-11-13T06:07:49Z","UCT0byua4qIz2wtrmnXoPK6w","Ekrem İmamoğlu","25","22.16.11","442016","0","1000"
"HqVsKyfRcgk","Dünyadaki En Karmaşık Ülke - PAKİSTAN Hakkında Her Şey!","2022-11-14T17:00:26Z","UCsAAD8Rm7uXkUSOu93QsDSw","Engin Deniz Videoları","27","22.16.11","162913","0","996"
"juI7LQilLAE","Şaban Sahalara Geri Dönüyor! #shorts","2022-11-14T13:00:26Z","UCE1XdVHzOdMnUsUMatIzjag","Kemal Sunal Filmleri","24","22.16.11","180640","0","16"
"n2jGBKPu1t4","💒👰🏻 Wedding Hacks for Clever Brides #Shorts","2022-11-14T17:00:28Z","UCmWrgDnQgY5t2IhjpdKu-jg","5-Minute Crafts SHORTS","26","22.16.11","1939378","0","67"
