video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"xJgf1GqRjMc","Hazırlık maçı | Türkiye - İskoçya (Özet)","2022-11-16T19:43:12Z","UCfYNqluOf8EbQkL44otydMw","TRT SPOR","17","22.17.11","568065","0","845"
"WAxEAdnzruA","100 BİN TL'Yİ ÇIKARAN KAZANIR","2022-11-16T13:00:10Z","UCnmpbMhbYd2P8OgFeGyqqSA","Mami Emen","24","22.17.11","555682","0","1898"
"QOx-BxlnIfc","YILIN EN KÖTÜ VE EN SAÇMALARINI SEÇİYORUZ - ADAYI ÇOK, MESAJI BÜYÜK! #altınmenemenödülleri","2022-11-16T14:00:35Z","UCTpnOrDAyEUsCCfC0AE6zDw","Murat Soner","24","22.17.11","1097242","0","4989"
"meqgYrw8qTQ","24 SAAT BOYUNCA KORE MARKETLERİNDEN BESLENDİM! (KORE'LİLERİN ÇILGIN MARKETLERİ)","2022-11-15T15:30:12Z","UCHEqoPq5lQV_ckyvFruNhAQ","Meryem Can","24","22.17.11","1261340","0","5936"
"6p4SeR3pliM","Nike FC Presents the Footballverse","2022-11-16T08:01:10Z","UCNhxq7He5p-_FdBh0OaxcQg","Nike Football","17","22.17.11","3650118","0","5144"
"PhxRG2aH0Fw","Çukur | İstedim Vermediler! 😂😂 #shorts #short","2022-11-15T14:00:14Z","UCTAkwLbVzHxsbgsp6cRsPDg","Çukur","1","22.17.11","363630","0","60"
"t0fY86x_Xl8","Taksim İstiklal Caddesi'ne bomba bırakan kadının kaçış anı!","2022-11-14T06:49:26Z","UCGgVyu1fB_NblkfsYR-eEjg","Sabah","25","22.17.11","502437","0","365"
"1Vp2g7h51Ck","Ne Zaman Rahata Ereceğiz Biz? #shorts","2022-11-16T09:00:02Z","UCE1XdVHzOdMnUsUMatIzjag","Kemal Sunal Filmleri","24","22.17.11","200459","0","97"
"VmExQ5PHA8o","Bir Peri Masalı 8. Bölüm","2022-11-16T21:34:28Z","UCUZEXlvAn_NjzK7l8SeQFPw","Bir Peri Masalı","24","22.17.11","1135612","0","1818"
"HHCHVTlOcrs","İstiklal Caddesi saldırganının kimliği belirlendi ve ilk ifadesi ortaya çıktı!","2022-11-14T08:51:39Z","UCV6zcRug6Hqp1UX_FdyUeBg","CNN TÜRK","25","22.17.11","1340087","0","3753"
"Yn5DWHd1NYA","Aman Dikkat! Borsada Kritik Döneme Girdik","2022-11-16T16:02:46Z","UCGBytjbMXiF1nbe6HD7iORQ","Kanal Finans","25","22.17.11","110384","0","501"
"hvv36dPOKP0","Kızılcık Şerbeti 3. Bölüm","2022-11-11T21:00:25Z","UCRfLDCtkSwmTdwHrbmC78Xg","Kızılcık Şerbeti","24","22.17.11","2832646","0","4369"
"BwPkfrQy5do","Ben Bu Cihana Sığmazam 9. Bölüm @atv","2022-11-15T22:18:12Z","UCIqv8kcV_-VKoOXB1WXKQqA","Ben Bu Cihana Sığmazam","24","22.17.11","1748762","0","956"
"tSce91urHE8","İŞTE TAKSİM'İ KANA BULAYAN KADIN BOMBACI! YAKALANMA ANI KAMERADA","2022-11-14T08:24:07Z","UC1uz19Qdhs5LP7UAWpJRgrQ","internethaber","25","22.17.11","776760","0","999"
